manufacturer_name,model_name,production_start_date,production_end_date,recall_start_date,affected_count,recall_reason,vehicle_type
BMW,BMW X5 M50d,2013-07-18,2018-06-28,2021-11-01,733,"BMW 자체 품질조사 결과 2011년 3월 31일부터 2020년 8월 28일까지 생산된 BMW 118d, 120d, 220d, 320d, 323d, 328d, 420d, 435d, 518d, 520d, 525d, 530d, 535d, 630d, 640d, 730d, 730Ld, 740d, 740Ld,750Ld, 840d, M550d, X1, X3, X4, X4 M40d, X5, X5 M50d, X6, X6 M50d, X7 모델 중 일부 차량에서 극히 드문 경우, 배기가스재순환장치(EGR) 쿨러의 제작결함이 발견 되었습니다.",SUV
혼다코리아,CR-V 2wd,2018-12-20,2019-04-22,2021-05-10,251,"가. 2020 년 7 월 13 일 ACCORD 2.0 T 모델 608 대 대상으로 시행했던 리콜의 대상 차종 확대 건임. 나. 연료 펌프 내 부 의 임펠러 1 가 사출 성형 2 제 조 과정에서 낮은 압력으로 압축되어 임펠러 의 수지밀도가 낮게 제작 되었으며 저밀도 제품의 임펠러를 연료 펌프에 조립 함. 다. 출하검사 공정에 사용되는 검사액 3 이 수지 밀도가 낮은 임펠러 내부까지 침투되기 쉬워지고 , 장기간 방 치되었을 경우에 임펠러 표층에 침투된 검사액이 휘발되어 표층과 내부의 수축 차이로 인 해 임펠러 표층에 미세한 크랙이 발생됨. 라. 임펠러 표층에 미세한 크랙이 발생한 상태에서 차량 이 운행될 경우 연료가 연료펌프 내부의 임펠러 크랙 부분에 침투되고 고온 환경에서 사용되므로 팽창에 의해 임펠러에 변형이 발생됨. *1. 임펠러 연료 펌프 내부에 있는 수지제의 날개형이며 회전하면서 연료를 압송하는 것. *2. 사출 성형 : 열을 가한 원통 속에 가소성 수지를 넣고 녹인 다음 틀 안으로 압력을 가하여 제품을 만드는 방식. *3. 검사액 : 펌프 전수 검사에 사용하는 유기용제 드라이 흡수제",SUV
혼다코리아,CR-V 4wd,2018-12-05,2019-04-23,2021-05-10,733,"가. 2020 년 7 월 13 일 ACCORD 2.0 T 모델 608 대 대상으로 시행했던 리콜의 대상 차종 확대 건임. 나. 연료 펌프 내 부 의 임펠러 1 가 사출 성형 2 제 조 과정에서 낮은 압력으로 압축되어 임펠러 의 수지밀도가 낮게 제작 되었으며 저밀도 제품의 임펠러를 연료 펌프에 조립 함. 다. 출하검사 공정에 사용되는 검사액 3 이 수지 밀도가 낮은 임펠러 내부까지 침투되기 쉬워지고 , 장기간 방 치되었을 경우에 임펠러 표층에 침투된 검사액이 휘발되어 표층과 내부의 수축 차이로 인 해 임펠러 표층에 미세한 크랙이 발생됨. 라. 임펠러 표층에 미세한 크랙이 발생한 상태에서 차량 이 운행될 경우 연료가 연료펌프 내부의 임펠러 크랙 부분에 침투되고 고온 환경에서 사용되므로 팽창에 의해 임펠러에 변형이 발생됨. *1. 임펠러 연료 펌프 내부에 있는 수지제의 날개형이며 회전하면서 연료를 압송하는 것. *2. 사출 성형 : 열을 가한 원통 속에 가소성 수지를 넣고 녹인 다음 틀 안으로 압력을 가하여 제품을 만드는 방식. *3. 검사액 : 펌프 전수 검사에 사용하는 유기용제 드라이 흡수제",SUV
혼다코리아,CR-V 4wd,2019-08-07,2019-08-07,2021-05-10,1,"가. 2020 년 7 월 13 일 ACCORD 2.0 T 모델 608 대 대상으로 시행했던 리콜의 대상 차종 확대 건임. 나. 연료 펌프 내 부 의 임펠러 1 가 사출 성형 2 제 조 과정에서 낮은 압력으로 압축되어 임펠러 의 수지밀도가 낮게 제작 되었으며 저밀도 제품의 임펠러를 연료 펌프에 조립 함. 다. 출하검사 공정에 사용되는 검사액 3 이 수지 밀도가 낮은 임펠러 내부까지 침투되기 쉬워지고 , 장기간 방 치되었을 경우에 임펠러 표층에 침투된 검사액이 휘발되어 표층과 내부의 수축 차이로 인 해 임펠러 표층에 미세한 크랙이 발생됨. 라. 임펠러 표층에 미세한 크랙이 발생한 상태에서 차량 이 운행될 경우 연료가 연료펌프 내부의 임펠러 크랙 부분에 침투되고 고온 환경에서 사용되므로 팽창에 의해 임펠러에 변형이 발생됨. *1. 임펠러 연료 펌프 내부에 있는 수지제의 날개형이며 회전하면서 연료를 압송하는 것. *2. 사출 성형 : 열을 가한 원통 속에 가소성 수지를 넣고 녹인 다음 틀 안으로 압력을 가하여 제품을 만드는 방식. *3. 검사액 : 펌프 전수 검사에 사용하는 유기용제 드라이 흡수제",SUV
혼다코리아,ODYSSEY,2018-11-06,2019-05-06,2021-05-10,25,"가. 2020 년 7 월 13 일 ACCORD 2.0 T 모델 608 대 대상으로 시행했던 리콜의 대상 차종 확대 건임. 나. 연료 펌프 내 부 의 임펠러 1 가 사출 성형 2 제 조 과정에서 낮은 압력으로 압축되어 임펠러 의 수지밀도가 낮게 제작 되었으며 저밀도 제품의 임펠러를 연료 펌프에 조립 함. 다. 출하검사 공정에 사용되는 검사액 3 이 수지 밀도가 낮은 임펠러 내부까지 침투되기 쉬워지고 , 장기간 방 치되었을 경우에 임펠러 표층에 침투된 검사액이 휘발되어 표층과 내부의 수축 차이로 인 해 임펠러 표층에 미세한 크랙이 발생됨. 라. 임펠러 표층에 미세한 크랙이 발생한 상태에서 차량 이 운행될 경우 연료가 연료펌프 내부의 임펠러 크랙 부분에 침투되고 고온 환경에서 사용되므로 팽창에 의해 임펠러에 변형이 발생됨. *1. 임펠러 연료 펌프 내부에 있는 수지제의 날개형이며 회전하면서 연료를 압송하는 것. *2. 사출 성형 : 열을 가한 원통 속에 가소성 수지를 넣고 녹인 다음 틀 안으로 압력을 가하여 제품을 만드는 방식. *3. 검사액 : 펌프 전수 검사에 사용하는 유기용제 드라이 흡수제",MPV/미니밴
BMW,BMW X5 xDrive30d,2016-07-26,2016-09-13,2021-06-04,11,상부 타이밍 체인 생산 과정에서 상부 타이밍 체인에 코팅 작업이 누락되어 내구성이 부족할 수 있음을 확인했습니다.,SUV
BMW,BMW X5 xDrive40d,2016-07-26,2016-07-28,2021-06-04,5,상부 타이밍 체인 생산 과정에서 상부 타이밍 체인에 코팅 작업이 누락되어 내구성이 부족할 수 있음을 확인했습니다.,SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2018-09-25,2018-09-29,2021-07-30,3,서비스 센터의 수리 작업 공정 오류로 인하여 전방 고정 부가 폴리카보네이트(polycarbonate) 패널인 경우 접합부가 사양에 맞지 않게 접합되었을 수 있습니다. 폴리카보네이트 패널의 접착력이 시간이 지남에 따라 약화될 수 있습니다.,SUV
토요타,토요타 RAV4,2020-09-01,2021-05-14,2021-08-12,201,"연료펌프 컨트롤 컴퓨터의 연료펌프 제어가 부적절하여, 장시간 주차 후 연료 압력이 낮은 상태에서 시동을 걸었을 때 연료 펌프가 정상적으로 작동하지 않을 가능성이 있음.",SUV
BMW,BMW X5 xDrive30d,2013-07-29,2018-06-28,2021-08-27,2926,"BMW 자체 품질 조사 결과 2010년 06월 25일부터 2019년 05월 16일까지 제작된 BMW 1 Series Sport, 220d Coupe, 320d, 320d ED, 320d Gran Turismo, 320d Touring, 320d xDrive, 320d xDrive Gran Turismo, 320d xDrive Touring, 420d Coupe, 420d Gran Coupe, 420d xDrive Gran Coupe, 435d xDrive Gran Coupe, 520d, 520d xDrive, 530d xDrive, 535d, 640d xDrive Gran Coupe, 730d xDrive, 730Ld, 740d xDrive, Gran Turismo 30d, Gran Turismo 30d xDrive, Gran Turismo EfficientDynamics Edition, GT 20d, GT 30d, GT 30d xDrive, X1 xDrive20d, X3 xDrive20d, X3 xDrive30d, X4 xDrive30d, X5 xDrive30d, X5 xDrive40d, X6 xDrive30d, X6 xDrive40d 차량 총 8,320대에서 고압 연료 펌프와 관련된 결함을 확인했습니다.",SUV
BMW,BMW X5 xDrive40d,2014-01-23,2018-06-25,2021-08-27,340,"BMW 자체 품질 조사 결과 2010년 06월 25일부터 2019년 05월 16일까지 제작된 BMW 1 Series Sport, 220d Coupe, 320d, 320d ED, 320d Gran Turismo, 320d Touring, 320d xDrive, 320d xDrive Gran Turismo, 320d xDrive Touring, 420d Coupe, 420d Gran Coupe, 420d xDrive Gran Coupe, 435d xDrive Gran Coupe, 520d, 520d xDrive, 530d xDrive, 535d, 640d xDrive Gran Coupe, 730d xDrive, 730Ld, 740d xDrive, Gran Turismo 30d, Gran Turismo 30d xDrive, Gran Turismo EfficientDynamics Edition, GT 20d, GT 30d, GT 30d xDrive, X1 xDrive20d, X3 xDrive20d, X3 xDrive30d, X4 xDrive30d, X5 xDrive30d, X5 xDrive40d, X6 xDrive30d, X6 xDrive40d 차량 총 8,320대에서 고압 연료 펌프와 관련된 결함을 확인했습니다.",SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2017-03-09,2019-05-17,2021-10-08,90,"비상 통신 시스템(eCall)을 위한 통신 모듈 소프트웨어가 사양에 맞지 않아 차량 충돌로 인한 통신 모듈의 전원 공급이 일시적으로 중단된 경우, 차량 위치가 잘못 전송 될 수 있습니다.",SUV
BMW,BMW X5 xDrive45e iPerformance,2020-07-16,2020-07-16,2021-10-22,1,"당사의 문서번호『BGK-2020-A61-180』로 제출한 PHEV차량의 고전압 배터리 시정조치계획『2020RIV260』과 관련하여 고전압 배터리 품질에 관한 지속적인 분석 결과, BMW 독일본사로부터 문제가 발생할 가능성이 존재하는 차량이 발견되었습니다. 추가 된 대상 차량은 1)최초 고전압 배터리 성능 테스트를 통과하여 셀 모듈이 교체되지 않고 출고된 차량과 2)2020년 12월 실시된 『2020RIV260』 시정조치 당시 배터리가 이미 교체되었으나, 교체된 셀 모듈에서 추가 문제가 발생할 가능성이 있는 차량입니다",SUV
BMW,BMW X5 xDrive40d,2020-07-14,2020-07-19,2021-11-05,3,"발전기 +, - 배선 설치 공정에서의 오류로 단자의 부 정확한 고정 가능성이 발견되었습니다",SUV
BMW,BMW X5 xDrive30d,2017-02-06,2017-02-12,2021-11-05,2,"고압 연료 펌프의 설계 결함으로 내부 롤러의 마모에 의해 쇳가루가 발생하고, 발생된 쇳가루가 연료 공급라인(유량 제어 밸브 및 인젝터)을 막을 수 있습니다.",SUV
르노코리아,XM3,2019-12-03,2021-11-19,2022-02-28,29810,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음.",SUV
르노코리아,XM3,2020-01-15,2021-11-18,2022-02-28,15666,"XM3 차량의 전자식 조향 제어장치 소프트웨어 오류로 조향 제어장치 회로기판에 열적 손상이 발생 할 수 있고, 이로 인해 경고등 점등 및 스티어링 휠이 무거워져 안전에 지장을 줄 가능성이 있음.",SUV
메르세데스 벤츠,GLC 350 e 4MATIC,2018-11-02,2018-11-02,2022-03-25,1,"생산 공정 오류로 인하여 연료 레일의 가공 잔여물(금속 또는 플라스틱)이 연료 레일과 인젝터 사이에 포함되어 조립되었을 수 있습니다. 잔여물의 날카로운 모서리에 의해 연료 레일과 인젝터 사이의 실링이 손상될 수 있고, 이로 인해 연료가 누유될 수 있습니다.",SUV
르노코리아,QM6,2020-03-03,2020-07-31,2022-03-31,9189,QM6 가솔린 (GDe) 차량의 연료공급호스와 연결되는 파이프(연료라인)가 완전하게 삽입되지 않은 상태로 부품업체에서 일부 공급되어 차량에 장착된 것이 확인 됨,SUV
BMW,BMW X5 xDrive30d xLine,2018-08-20,2020-07-29,2022-03-31,336,엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
BMW,BMW X7 xDrive30d Design Pure Excellence,2018-12-21,2020-07-28,2022-03-31,136,엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
BMW,BMW X5 xDrive30d xLine,2018-08-21,2020-06-29,2022-04-15,24,당사의 문서번호 『BGK-2022-A61-027』로 제출한 엔진 컨트롤유닛(DDE) 시정조치계획보고 『2022RIV063』와 관련하여 BMW 독일 본사로부터 추가 대상 차량을 전달 받아 추가 보고 드립니다. 엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
BMW,BMW X7 xDrive30d Design Pure Excellence,2018-12-21,2020-06-22,2022-04-15,9,당사의 문서번호 『BGK-2022-A61-027』로 제출한 엔진 컨트롤유닛(DDE) 시정조치계획보고 『2022RIV063』와 관련하여 BMW 독일 본사로부터 추가 대상 차량을 전달 받아 추가 보고 드립니다. 엔진 컨트롤 유닛 (DDE)의 진단 관련 소프트웨어의 오류가 있는 것을 확인하였습니다.,SUV
혼다코리아,ODYSSEY,2017-06-19,2022-03-09,2022-04-18,3118,"파워윈도우 마스터스위치 사양 오류로 인해 윈도우 조작 시 안전에 영향을 끼칠 가능성이 있음. 해당 결함은 FMVSS 118조 S4의 (d), (e), S5, S5.1, S8.1의(b) 조건을 충족시키지 못함.",MPV/미니밴
메르세데스 벤츠,ML 350 BLUETEC 4MATIC,2018-12-10,2011-04-12,2022-05-20,7,"브레이크 진공펌프 하우징의 결합 부위에 장착되어 있는 고무 밴드(elastic band) 아래로 습기가 침투하여 브레이크 진공펌프 하우징의 결합 부위가 부식될 수 있습니다. 그리고, 장기간 습기 유입과 부식이 진행될 경우 브레이크 진공펌프에서 진공압의 누출(leakage)이 발생될 수 있습니다.",SUV
르노코리아,XM3,2019-12-17,2020-12-21,2022-06-02,26186,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러의 마찰이나 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
르노코리아,CAPTUR,2019-12-23,2021-01-21,2022-06-02,2706,XM3 TCe260과 CAPTUR TCe260 차량에 장착된 연료 펌프 내부 구성품인 임펠러의 마찰이나 손상으로 인해 엔진으로의 연료 공급량이 감소하거나 연료 공급이 불가한 경우가 발생할 가능성이 확인됨. * 임펠러 : 모터와 결합되어 회전하는 부분으로 날개의 형상과 원심력을 이용하여 액체 상태인 연료에 운동에너지를 전달하여 일정한 압력으로 연료 탱크에서 엔진으로 연료를 공급하는 역할을 하는 연료 펌프의 핵심 부품임,SUV
BMW,BMW X5 M50d,2019-07-17,2019-11-20,2022-06-17,31,"연료 필터와 결합된 히터 내부의 밀봉이 제대로 되지 않았을 경우, 연결 부위에서 소량의 연료가 누유되서 전원 분배기** 내부로 유입되어 전원 공급이 제대로 되지 않을 수 있습니다. *연료 필터 히터 : 겨울철 디젤 연료의 온도 감소를 방지하거나 엔진이 작동하는 동안 디젤 연료의 특정 온도를 유지시키는 장치 **전원 분배기(Integrated Voltage Module) : 구동장치 전압 공급에 사용되는 전자모듈",SUV
BMW,BMW X5 xDrive30d xLine,2019-07-15,2019-11-19,2022-06-17,1082,"연료 필터와 결합된 히터 내부의 밀봉이 제대로 되지 않았을 경우, 연결 부위에서 소량의 연료가 누유되서 전원 분배기** 내부로 유입되어 전원 공급이 제대로 되지 않을 수 있습니다. *연료 필터 히터 : 겨울철 디젤 연료의 온도 감소를 방지하거나 엔진이 작동하는 동안 디젤 연료의 특정 온도를 유지시키는 장치 **전원 분배기(Integrated Voltage Module) : 구동장치 전압 공급에 사용되는 전자모듈",SUV
BMW,BMW X7 xDrive30d Design Pure Excellence,2019-07-17,2019-11-20,2022-06-17,63,"연료 필터와 결합된 히터 내부의 밀봉이 제대로 되지 않았을 경우, 연결 부위에서 소량의 연료가 누유되서 전원 분배기** 내부로 유입되어 전원 공급이 제대로 되지 않을 수 있습니다. *연료 필터 히터 : 겨울철 디젤 연료의 온도 감소를 방지하거나 엔진이 작동하는 동안 디젤 연료의 특정 온도를 유지시키는 장치 **전원 분배기(Integrated Voltage Module) : 구동장치 전압 공급에 사용되는 전자모듈",SUV
BMW,BMW X5 xDrive 30d,2022-06-22,2022-06-22,2022-09-02,1,자동변속기 내부 주차 기어를 고정하는 이탈 방지 링의 제작 과정 상 오류로 주차 기어가 이탈될 수 있습니다.,SUV
재규어랜드로버,재규어 F-PACE D200,2021-03-26,2022-03-10,2022-09-16,44,"당사에서 수입한 ‘재규어 F-PACE’ 일부 차량의 제조 과정에서 방향지시등 등광색이 테일게이트 램프 어셈블리 안쪽은 빨간색, 바깥쪽은 호박색으로 혼재되어 작동될 가능성이 있음. 이는 UN ECE R48 - Installation of lighting and light-signalling devices 및『자동차 및 자동차부품의 성능과 기준에 관한 규칙』 제44조(방향지시등)에서 정한 규정위반임. 『자동차 및 자동차부품의 성능과 기준에 관한 규칙』에서 정한 기준 부적합 사항이며, UN ECE R48과『자동차 및 자동차부품의 성능과 기준에 관한 규칙』제44조(방향지시등)는 안전기준 국제조화 대상임.",SUV
BMW,BMW X7 xDrive40i,2019-05-31,2021-10-06,2022-09-30,10,"BMW 자체 품질 조사 결과 2018년 12월 21일부터 2021년 10월 06일까지 제작된 BMW X7 M50d, X7 M50i, X7 xDrive30d, X7 xDrive40d, X7 xDrive40i 차량의 3열 시트 등받이에서 제작결함이 발견되었습니다. 3열 시트 등받이의 전동식 접이 기능에 필요한 압축 스프링이 정확하게 설치되지 않았거나 누락 되어있을 가능성을 발견했습니다",SUV
BMW,BMW X7 xDrive40d,2021-03-29,2021-10-04,2022-09-30,4,"BMW 자체 품질 조사 결과 2018년 12월 21일부터 2021년 10월 06일까지 제작된 BMW X7 M50d, X7 M50i, X7 xDrive30d, X7 xDrive40d, X7 xDrive40i 차량의 3열 시트 등받이에서 제작결함이 발견되었습니다. 3열 시트 등받이의 전동식 접이 기능에 필요한 압축 스프링이 정확하게 설치되지 않았거나 누락 되어있을 가능성을 발견했습니다",SUV
재규어랜드로버,재규어 F-PACE D200,2022-02-28,2022-03-10,2022-10-04,28,"당사에서 수입한 ‘재규어 F-PACE, 재규어 F-Type Convertible, 디스커버리 스포츠, 디스커버리, 레인지로버 스포츠, 디펜더 90 및 디펜더 110’ 일부 차량에서 1열 좌석안전띠 리트랙터 내 손상된 프리텐셔너 튜브가 장착되었을 가능성이 있음. * 리트랙터 : 좌석안전띠 중 띠의 일부 또는 전체를 수납하는 장치 * 프리텐셔너 : 충돌 순간 안전띠의 느슨함을 방지하기 위한 목적으로 안전띠를 감아주기 위해 추가적으로 설치하는 외부 또는 내부 장치",SUV
기아,카니발,2021-08-13,2022-10-20,2022-11-24,1144,가솔린 3.5L GDI 엔진 일부차량에서 엔진제어장치(ECU) 소프트웨어 반영 오류로 타력 주행 구간에서 엔진 구동력 부족 발생,MPV/미니밴
기아,카니발,2021-07-05,2022-10-27,2022-11-24,23347,가솔린 3.5L GDI 엔진 일부차량에서 엔진제어장치(ECU) 소프트웨어 반영 오류로 타력 주행 구간에서 엔진 구동력 부족 발생,MPV/미니밴
메르세데스 벤츠,ML 350 BLUETEC 4MATIC,2011-09-14,2015-06-23,2023-02-17,2493,"개발 및 생산 공정 오류로 인하여 차량 후방 차체 플랜지(flange, 가장자리) 영역의 기밀성이 부족할 수 있습니다. 이러한 경우 물이 차량 내부로 유입되어 스페어 휠 웰에 축적될 수 있습니다.",SUV
혼다코리아,ODYSSEY,2018-04-24,2018-09-14,2023-04-10,774,좌석 안전띠의 버클 체결부 폭이 넓게 제작 장착되어 잠금해제 버튼 작동 시 부품간 간섭이 발생하고 이로 인해 잠금해제 버튼이 원활하게 작동되지 않아 좌석 안전띠 체결이 제대로 되지 않을 가능성이 있음.,MPV/미니밴
BMW,BMW X5 M50d,2017-11-03,2020-07-10,2023-07-07,274,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X5 xDrive30d,2020-07-13,2020-11-21,2023-07-07,506,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X5 xDrive30d xLine,2018-08-20,2020-07-29,2023-07-07,3773,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X5 xDrive40d,2020-06-02,2020-10-26,2023-07-07,141,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X5 xDrive40i,2019-02-06,2020-11-23,2023-07-07,900,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X5 xDrive45e iPerformance,2020-06-02,2020-11-15,2023-07-07,396,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X7 xDrive40d,2020-07-13,2020-11-21,2023-07-07,231,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
BMW,BMW X7 xDrive40i,2019-03-15,2020-11-21,2023-07-07,1044,"소프트웨어의 오류로 인하여 계기판이 1~2초 동안 꺼지거나, 완전히 꺼짐이 발생될 수 있으며 차량을 재시동해야만 다시 활성화될 수 있습니다.",SUV
혼다코리아,ODYSSEY,2017-06-19,2023-05-03,2023-07-21,3820,오디오 통신 케이블 커넥터의 제조 불량(암수 커넥터 크기가 상이)으로 간헐적 접촉 불량이 발생하고 이로 인해 후방 카메라가 작동되지 않을 가능성이 있음.,MPV/미니밴
BMW,BMW X5 xDrive30d,2013-09-25,2013-09-25,2023-08-04,1,배기가스재순환장치 쿨러 내부 냉각수 누설 가능성,SUV
KG 모빌리티,토레스,2022-07-05,2023-12-03,2023-12-28,58103,"전방카메라모듈(FCM) 소프트웨어 설계 미흡으로 운전자가 계기판의 차선이탈경고 메뉴 선택 후 중앙차선유지보조 기능 작동시 운전자가 일정시간 핸들을 잡고 있지 않아 기능이 해제될 경우, 경고음이 5초 이상 발생되어야하나 1초 미만으로 짧게 발생",SUV
혼다코리아,ODYSSEY,2018-07-12,2018-07-19,2024-01-12,49,"엔진 내부 부품인 크랭크샤프트의 제작 결함으로 인해 엔진 작동 중 크랭크샤프트와 연결되어 있는 커넥팅 로드 베어링에 이상 마모가 발생하여 커넥팅 로드 베어링이 손상되거나 고착될 수 있고, 이로 인해 엔진에서 비정상적인 소음이 발생하거나 출력이 감소할 수 있음.",MPV/미니밴
재규어랜드로버,재규어 I-PACE EV400,2018-01-10,2019-08-22,2024-01-19,139,당사에서 수입한‘재규어 I-PACE EV400’일부 차량에 대하여 고전압배터리에서 열과부하가 발생할 가능성이 확인되어 다음과 같이 시정조치 계획을 본보고하고 시정조치를 하고자 합니다.,SUV
BMW,BMW X5 3.0si,2009-10-30,2010-02-10,2024-02-02,69,"가변밸브타이밍시스템 고정볼트의 품질 불량으로 인해, 시간이 지남에 따라 고정볼트가 느슨해지거나 머리부위가 파손되어 해당 부위에서 오일이 누유될 가능성이 발견되었습니다.",SUV
BMW,BMW X5 xDrive35i,2011-04-02,2011-04-02,2024-02-02,1,"가변밸브타이밍시스템 고정볼트의 품질 불량으로 인해, 시간이 지남에 따라 고정볼트가 느슨해지거나 머리부위가 파손되어 해당 부위에서 오일이 누유될 가능성이 발견되었습니다.",SUV
BMW,BMW X5 xDrive40i,2023-06-09,2023-06-09,2024-03-05,1,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive50e,2023-03-29,2023-07-28,2024-03-05,286,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40d,2022-07-20,2023-07-26,2024-03-05,794,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-07-15,2023-08-02,2024-03-05,2333,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X7 xDrive40i,2022-10-04,2023-06-29,2024-03-05,2,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive30d,2023-02-28,2023-07-26,2024-03-05,240,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-02-23,2023-07-31,2024-03-05,824,제조 과정에서 통합제동장치에 장착된 서보모터 위치센서에 이물질이 유입되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40i,2023-03-09,2023-03-09,2024-03-14,2,"변속기 하우징에 부착된 변속기 모듈과, 모듈 내 변속기 컨트롤 유닛 사이의 용접이 부정확하게 되어 변속기 오일이 변속기 컨트롤 유닛으로 유입될 가능성이 발견되었습니다.",SUV
KG 모빌리티,토레스EVX,2023-10-05,2024-03-16,2024-03-26,4805,"차량 조립과정에서 전자식 조향제어시스템 내 토크센서 설정값이 변화되어 전방카메라 모듈이 핸즈 오프(hands-off)를 판단하는 신호를 늦게 감지하여 운전자가 중앙차선유지보조 기능 작동 중 조향핸들에서 손을 떼고 나서 지속적으로 조향핸들을 잡고 있지 않는 경우, 조향핸들을 잡도록 유도하는 시각경고신호가 15초를 초과하여 표시되어 안전기준 부적합",SUV
혼다코리아,CR-V 2WD,2020-07-09,2021-06-06,2024-04-05,291,조수석 좌석 중량 센서 회로 기판에 품질이 좋지 않은 재료가 사용되어 제작 과정에서 균열이 발생할 수 있고 차량 사용 중 습도 등의 환경요인으로 인해 수분이 균열 부분에 침투되면 단락 또는 고장이 발생될 수 있다.,SUV
혼다코리아,CR-V 4WD,2020-07-13,2020-07-30,2024-04-05,130,조수석 좌석 중량 센서 회로 기판에 품질이 좋지 않은 재료가 사용되어 제작 과정에서 균열이 발생할 수 있고 차량 사용 중 습도 등의 환경요인으로 인해 수분이 균열 부분에 침투되면 단락 또는 고장이 발생될 수 있다.,SUV
혼다코리아,ODYSSEY,2020-11-30,2021-05-20,2024-04-05,153,조수석 좌석 중량 센서 회로 기판에 품질이 좋지 않은 재료가 사용되어 제작 과정에서 균열이 발생할 수 있고 차량 사용 중 습도 등의 환경요인으로 인해 수분이 균열 부분에 침투되면 단락 또는 고장이 발생될 수 있다.,MPV/미니밴
르노코리아,XM3,2019-12-17,2023-12-07,2024-05-17,37808,"XM3 일부 차량에서 연료공급호스와 호스를 엔진에 고정하는 클립이 엔진 진동에 의한 간섭(설계불량)으로 마모될 수 있고, 심할 경우 연료공급호스가 손상될 가능성이 있음",SUV
BMW,BMW X5 xDrive30d,2024-04-08,2024-04-13,2024-06-05,13,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
BMW,BMW X5 xDrive40d,2024-04-19,2024-04-19,2024-06-05,2,생산 공정 오류로 앞 좌석(운전석 및 조수석)안전띠 버클에 ‘좌석안전띠 경고장치 센서’의 회로기판이 구부러진 상태로 조립되었을 가능성이 확인되었습니다.,SUV
